〃,"signo ídem"
向心力,"fuerza centrípeta"
向地性,geotropismo
向日葵,girasol
向日葵,"Helianthus annuus"
日回り,girasol
日回り,"Helianthus annuus"
后,emperatriz
后,reina
妃,emperatriz
妃,reina
喉が渇く,"estar sediento"
喉が渇く,"tener sed"
のどが渇く,"estar sediento"
のどが渇く,"tener sed"
喉が乾く,"estar sediento"
喉が乾く,"tener sed"
のどが乾く,"estar sediento"
のどが乾く,"tener sed"
喉がかわく,"estar sediento"
喉がかわく,"tener sed"
喉頭,laringe
こう頭,laringe
坑道,"galería subterranea"
坑道,"corredor subterráneo"
垢,mugre
垢,cochambre
垢,suciedad
いい加減,irresponsable
いい加減,superficial
いい加減,descuidado
いい加減,indiferente
いい加減,"poco entusiasta"
いい加減,razonable
いい加減,"moderado (en sugerencias y órdenes)"
いい加減,considerablemente
いい加減,bastante
好い加減,irresponsable
好い加減,superficial
好い加減,descuidado
好い加減,indiferente
好い加減,"poco entusiasta"
好い加減,razonable
好い加減,"moderado (en sugerencias y órdenes)"
好い加減,considerablemente
好い加減,bastante
好加減,irresponsable
好加減,superficial
好加減,descuidado
好加減,indiferente
好加減,"poco entusiasta"
好加減,razonable
好加減,"moderado (en sugerencias y órdenes)"
好加減,considerablemente
好加減,bastante
好き,gustar
好き,gustado
好き嫌い,gustos
好き嫌い,preferencias
好く,"gustar de"
好く,querer
好く,"estar encariñado con"
好ましい,deseable
好ましい,esperado
好み,gusto
好み,elección
好む,gustar
好意,favor
好餌,cebo
好餌,carnada
好餌,carnaza
好感,afabilidad
好感,agrado
好漢,"buen hombre"
好奇心,curiosidad
好機,"buena oportunidad"
好機,oportunidad
好機,ocasión
好況,prosperidad
好況,bonanza
好況,"bienestar económico"
好手,habilidad
好手,destreza
好手,"buena técnica"
好手,habilidoso
好手,diestro
好手,maestro
巧手,habilidad
巧手,destreza
巧手,"buena técnica"
巧手,habilidoso
巧手,diestro
巧手,maestro
好尚,moda
好尚,gusto
好色,lujurioso
好色,lascivo
好色,pornográfico
好色,verde
好男子,"hombre guapo"
好調,favorable
好適,"muy adecuado"
好適,perfecto
好適,ideal
好転,"cambiando para mejor"
好都合,conveniente
好都合,apropiado
好投,"buen picheo"
好評,popularidad
好評,"buena reputación"
好物,"plato favorito"
好物,"comida favorita"
孔雀石,malaquita
孝,"piedad filial (confucianismo)"
孝敬,"piedad filial (confucianismo)"
孝行,"piedad filial (confucianismo)"
孝子,"buen hijo"
孝道,"piedad filial (confucianismo)"
工科,"curso de ingeniería"
工学,ingeniería
工学者,ingeniero
工業,"industria (manufacturera)"
工芸,"arte manual"
工芸,"arte industrial"
工作,trabajo
工作,construcción
工作,artificio
工作,treta
工作機械,"máquina herramienta (e.g. una fresadora)"
工事,construcción
工事,remodelación
工事中,"en construcción"
工匠,obrero
工匠,artesano
工程,proceso
工程,etapa
工程,desarrollo
工費,"coste de construcción"
工夫,inventar
工夫,ingeniar
工夫,idear
工夫,planear
工夫,proyectar
工夫,ingenio
工夫,idea
工夫,invención
功夫,inventar
功夫,ingeniar
功夫,idear
功夫,planear
功夫,proyectar
功夫,ingenio
功夫,idea
功夫,invención
工夫,peón
工夫,bracero
工兵,ingeniero
工法,"método de construcción"
巧み,destreza
巧み,habilidad
巧み,técnica
巧言,halago
巧言,lisonja
巧言令色,"falsos cumplidos"
巧言令色,zalamerías
巧言令色,lisonjas
巧言令色,"falsas palabras de adulación"
巧拙,"habilidad y torpeza"
巧妙,ingenioso
巧妙,hábil
巷,bifurcación
巷,"derivación de un camino"
巷,cruce
巷,ramal
巷,calle
巷,calleja
巷,callejuela
巷,"cruce de caminos"
巷,encrucijada
岐,bifurcación
岐,"derivación de un camino"
岐,cruce
岐,ramal
岐,calle
岐,calleja
岐,callejuela
岐,"cruce de caminos"
岐,encrucijada
衢,bifurcación
衢,"derivación de un camino"
衢,cruce
衢,ramal
衢,calle
衢,calleja
衢,callejuela
衢,"cruce de caminos"
衢,encrucijada
幸,felicidad
幸,deseo
幸,fortuna
幸い,felicidad
幸い,bienaventuranza
幸甚,"muy feliz"
幸甚,"muy agradecido"
幸甚,"muy reconocido"
幸福,felicidad
幸福,bienaventuranza
広い,espacioso
広い,vasto
広い,amplio
弘い,espacioso
弘い,vasto
弘い,amplio
廣い,espacioso
廣い,vasto
廣い,amplio
宏い,espacioso
宏い,vasto
宏い,amplio
広さ,extensión
広さ,superficie
広まる,esparcirse
広まる,"ser propagado"
弘まる,esparcirse
弘まる,"ser propagado"
広める,ensanchar
広める,propagar
弘める,ensanchar
弘める,propagar
広義,"sentido amplio"
広告,publicitar
広告,"hacer propaganda"
広告,anunciar
広告,"hacer público"
広告,"anuncio publicitario"
広告代理店,"agencia publicitaria"
広場,plaza
広大,enorme
広大,"muy grande"
広大,vasto
広大,extenso
広大,magnífico
広大,grandioso
宏大,enorme
宏大,"muy grande"
宏大,vasto
宏大,extenso
宏大,magnífico
宏大,grandioso
弘大,enorme
弘大,"muy grande"
弘大,vasto
弘大,extenso
弘大,magnífico
弘大,grandioso
広範,extenso
広範,amplio
広範,inmenso
広範,vasto
広汎,extenso
広汎,amplio
広汎,inmenso
広汎,vasto
廣汎,extenso
廣汎,amplio
廣汎,inmenso
廣汎,vasto
広野,llanura
恒久,permanente
恒久,perpetuidad
恒常,constancia
恒例,costumbre
恒例,tradición
恒例,anual
慌ただしい,azorado
慌ただしい,apabullado
慌ただしい,apresurado
慌ただしい,agitado
慌ただしい,apurado
慌ただしい,precipitado
慌ただしい,frenético
慌しい,azorado
慌しい,apabullado
慌しい,apresurado
慌しい,agitado
慌しい,apurado
慌しい,precipitado
慌しい,frenético
遽しい,azorado
遽しい,apabullado
遽しい,apresurado
遽しい,agitado
遽しい,apurado
遽しい,precipitado
遽しい,frenético
慌てふためく,"perder los papeles"
慌てふためく,"perder la calma"
慌てふためく,precipitarse
慌てふためく,"no saber qué hacer"
慌てふためく,"actuar irreflexivamente"
慌てふためく,atolondrarse
慌てふためく,azorarse
慌てふためく,aturdirse
慌てる,ajetrearse
慌てる,trajinar
慌てる,"ponerse nervioso"
慌てる,alterarse
慌てる,"perder la calma"
慌てる,"perder la serenidad"
慌てる,azorarse
慌てる,turbarse
慌てる,"perder los papeles"
慌てる,"dejarse llevar por la precipitación"
慌てる,"actuar rápida e irreflexivamente"
慌てる,"actuar de modo atolondrado"
周章てる,ajetrearse
周章てる,trajinar
周章てる,"ponerse nervioso"
周章てる,alterarse
周章てる,"perder la calma"
周章てる,"perder la serenidad"
周章てる,azorarse
周章てる,turbarse
周章てる,"perder los papeles"
周章てる,"dejarse llevar por la precipitación"
周章てる,"actuar rápida e irreflexivamente"
周章てる,"actuar de modo atolondrado"
抗議,objeción
抗議,protesta
抗議,reproche
抗原,antígeno
抗元,antígeno
抗生物質,antibióticos
抗争,enfrentamiento
抗争,conflicto
抗争,pugna
抗体,anticuerpo
抗日,antijaponés
拘束,restricción
拘束,limitación
拘留,"arresto menor (pena privativa de libertad inferior a 30 días)"
控える,aguardar
控える,abstenerse
控える,contenerse
扣える,aguardar
扣える,abstenerse
扣える,contenerse
控えめ,recatado
控えめ,moderado
控えめ,prudente
控えめ,modesto
控えめ,reservado
控えめ,circunspecto
控え目,recatado
控え目,moderado
控え目,prudente
控え目,modesto
控え目,reservado
控え目,circunspecto
ひかえ目,recatado
ひかえ目,moderado
ひかえ目,prudente
ひかえ目,modesto
ひかえ目,reservado
ひかえ目,circunspecto
控目,recatado
控目,moderado
控目,prudente
控目,modesto
控目,reservado
控目,circunspecto
控除,deducción
扣除,deducción
控訴,apelación
控訴,reclamación
控訴,demanda
攻め,ofensiva
攻め,ataque
攻め,asalto
攻める,atacar
攻め入る,invadir
攻撃,ataque
攻撃,ofensiva
攻撃,crítica
攻撃,censura
攻勢,ataque
攻勢,agresión
攻勢,ofensiva
攻防戦,batalla
更ける,"hacerse tarde"
更ける,"avanzar (tiempo)"
更ける,"pasar (tiempo)"
深ける,"hacerse tarde"
深ける,"avanzar (tiempo)"
深ける,"pasar (tiempo)"
更に,además
更に,"otra vez"
更に,"después de todo"
更に,"más y más"
更衣室,vestidor
更衣室,vestuario
更新,"prórroga contractual"
更新,"reconducción de un arrendamiento"
更新,"renovación de un contrato"
更正,corrección
更正,ajuste
更正,reajuste
更正,arreglo
更生,rehabilitación
更生,regeneración
更生,renacimiento
更生,reanimación
更生,reorganización
更代,renovación
更地,solar
更地,"suelo urbano sin edificar"
新地,solar
新地,"suelo urbano sin edificar"
更年期,menopausia
更年期,"cambio de vida"
杭,estaca
杭,piqueta
杙,estaca
杙,piqueta
株,estaca
株,piqueta
校医,"médico de escuela"
校歌,"canción escolar"
校外,extraescolar
校旗,"bandera de la escuela"
校規,"reglamento escolar"
校舎,"edificio escolar"
校しゃ,"edificio escolar"
校正,calibración
校正,calibrado
校正,calibrar
較正,calibración
較正,calibrado
較正,calibrar
校則,"reglamento escolar"
校長,"director de la escuela"
校庭,"patio escolar"
校庭,"recinto escolar"
校庭,campus
校内,"dentro de una escuela"
校門,"puerta o verja de la escuela"
梗概,"líneas generales"
梗概,esbozo
構う,importar
構う,"tener interés"
構える,establecer
構える,posar
構える,"ponerse en guardia"
構える,"darle bola a"
構外,"fuera del recinto"
構外,"fuera de jurisdicción"
構図,composición
構成,organización
構成,configuración
構成,composición
構成可能,configurable
構想,"concepto (idea"
構想,plan)
構造,estructura
構造体,estructura
構築,construir
構築,construcción
構内,"dentro del edificio"
構内,"dentro del recinto"
構内,interior
江,bahía
江,rada
江,ensenada
江戸,"Edo (nombre antiguo de la ciudad de Tokio)"
洪水,inundación
港,puerto
湊,puerto
港町,"ciudad portuaria"
港内,"dentro del puerto"
港内,intraportuario
港湾,puerto
溝,10^32
甲殻,caparazón
甲殻類,crustáceos
甲状腺,"glándula tiroides"
甲状腺,tiroides
甲状せん,"glándula tiroides"
甲状せん,tiroides
甲斐,efecto
甲斐,resultado
甲斐,valor
甲斐,provecho
詮,efecto
詮,resultado
詮,valor
詮,provecho
効,efecto
効,resultado
効,valor
効,provecho
甲斐甲斐しい,diligente
甲斐甲斐しい,solícito
甲論乙駁,"discutir vivamente pero no alcanzar ningún acuerdo"
甲論乙駁,"tener opiniones encontradas y no encontrar puntos de consenso"
皇位,"trono imperial"
皇居,"palacio imperial"
皇后,"emperatriz (japonesa)"
皇后,reina
皇女,princesa
皇女,"princesa imperial"
皇族,"familia imperial"
皇族,realeza
皇太子,"príncipe heredero"
皇帝,emperador
硬化,endurecimiento
硬化,vulcanización
硬化,esclerosis
硬貨,moneda
硬玉,jadeíta
硬水,"agua pesada"
硬直,rigidez
硬直,endurecimiento
硬度,dureza
硬度,"grado de dureza"
硬軟,"dureza y flexibilidad"
紅海,"mar rojo"
紅茶,"té negro"
紅白,"rojo y blanco"
紅白,"partes oponentes"
絞まる,estrangularse
絞まる,estrecharse
絞まる,comprimirse
絞める,estrangular
絞める,estrechar
絞め殺す,"matar estrangulando"
絞め殺す,ahogar
絞め殺す,sofocar
締め殺す,"matar estrangulando"
締め殺す,ahogar
締め殺す,sofocar
絞殺す,"matar estrangulando"
絞殺す,ahogar
絞殺す,sofocar
絞り,"iris (cámara, ojo)"
搾り,"iris (cámara, ojo)"
絞首刑,"muerte por ahorcamiento"
絞首台,patíbulo
綱,soga
綱,maroma
綱,amarra
綱,cable
綱,sirga
綱引き,sogatira
綱引き,"tiro de cuerda"
綱曳き,sogatira
綱曳き,"tiro de cuerda"
綱渡り,"cuerda floja"
綱渡り,riesgo
綱渡り,peligro
綱要,"punto clave"
綱要,"punto esencial"
耕す,arar
耕す,labrar
耕作,cultivo
耕作,labranza
耕地,"tierra de cultivo"
考え,idea
考える,pensar
考える,considerar
勘える,pensar
勘える,considerar
稽える,pensar
稽える,considerar
考え事,preocupación
考え事,cavilación
考えごと,preocupación
考えごと,cavilación
考え出す,inventar
考え出す,idear
考えだす,inventar
考えだす,idear
考え直す,reconsiderar
考え直す,"volverlo a pensar"
考えなおす,reconsiderar
考えなおす,"volverlo a pensar"
考え方,"modo de pensar"
考え方,"forma de pensar"
考案,idea
考案,invención
考課,evaluación
考古学,arqueología
考古学者,arqueólogo
考証,"investigación (histórica)"
考慮,reflexión
考慮,consideración
考慮,contemplación
肯定,afirmar
肯定,asentir
肯定,afirmación
膏薬,pomada
膏薬,ungüento
膏薬,bálsamo
膏薬,linimento
膏薬,emplasto
膏薬,parche
脂薬,pomada
脂薬,ungüento
脂薬,bálsamo
脂薬,linimento
脂薬,emplasto
脂薬,parche
油薬,pomada
油薬,ungüento
油薬,bálsamo
油薬,linimento
油薬,emplasto
油薬,parche
航海,navegación
航海,náutica
航海,crucero
航空,aviación
航空,vuelo
航空機,avión
航空券,"billete aéreo"
航空券,"boleto de avión"
航空便,"correo aéreo"
航空母艦,portaaviones
航路,"rutas (aéreas, marinas)"
荒い,brusco
荒い,rudo
荒い,violento
荒っぽい,brusco
荒っぽい,rústico
荒っぽい,rudo
粗っぽい,brusco
粗っぽい,rústico
粗っぽい,rudo
荒らす,destrozar
荒らす,estropear
荒らす,asolar
荒らす,arrasar
荒す,destrozar
荒す,estropear
荒す,asolar
荒す,arrasar
荒れる,alocarse
荒れる,descontrolarse
荒れる,devastarse
荒れる,agitarse
荒れ狂う,"enloquecer de furia"
荒れ狂う,"ponerse como un loco"
荒れ狂う,desbocarse
荒れ狂う,embravecerse
荒磯,"litoral rocoso"
荒磯,"costa rocosa"
荒稼ぎ,"obtener un gran lucro"
荒稼ぎ,"obtener un gran beneficio"
荒稼ぎ,"ponerse las botas"
荒稼ぎ,forrarse
荒海,"mar bravo"
荒海,"mar violento"
荒行,"práctica de penitencias y mortificaciones para disciplinar el espíritu"
荒行,mortificaciones
荒行,ascetismo
荒行,austeridad
荒仕事,"trabajos duros"
荒仕事,"trabajos forzados"
荒仕事,"trabajos penosos"
荒城,"castillo en ruinas"
荒唐無稽,"exagerado y absurdo"
荒唐無稽,ridículo
荒唐無稽,"sin pies ni cabeza"
荒唐無稽,impensable
荒唐無稽,disparatado
荒波,"mares tormentosos"
荒波,"olas furiosas"
荒廃,ruina
荒武者,"guerrero violento"
荒武者,"samuray rudo y aguerrido"
荒武者,bestia
荒武者,bruto
荒立てる,violentar
荒立てる,enfurecer
荒立てる,embravecer
荒立てる,enrudecer
荒立てる,enredar
荒立てる,complicar
荒立てる,liar
行,renglón
行,verso
行,fila
行,"austeridad religiosa"
行き届く,"ser atento"
行き届く,"ser considerado"
行きとどく,"ser atento"
行きとどく,"ser considerado"
行為,acto
行為,hecho
行為,conducta
行員,"empleado de banca"
行革,"reforma administrativa"
行楽,excursión
行楽,"viaje de placer"
行儀,"formas (modo de proceder)"
行儀,conducta
行儀,comportamiento
行脚,peregrinaje
行脚,peregrinación
行使,uso
行使,empleo
行使,ejercicio
行事,evento
行事,función
行殊,evento
行進,adelanto
行進,progreso
行進,desarrollo
行き成り,"de repente"
行き成り,abruptamente
行き成り,"sin advertencia"
行成り,"de repente"
行成り,abruptamente
行成り,"sin advertencia"
行き成,"de repente"
行き成,abruptamente
行き成,"sin advertencia"
行成,"de repente"
行成,abruptamente
行成,"sin advertencia"
行政,"administración (pública)"
行政,gobierno
行政改革,"reforma administrativa"
行政区画,"demarcación administrativa"
行程,marcha
行程,trayecto
行程,itinerario
行灯,farol
行灯,linterna
行燈,farol
行燈,linterna
行動,acción
行動,conducta
行動,comportamiento
行動,movilización
行方,paradero
行衛,paradero
行列,fila
行列,hilera
行列,línea
行列,cola
講演,discurso
講義,"dar un curso"
講義,"dar la lección"
講義,"dar clase"
講義,"impartir una conferencia"
講義,lección
講義,clase
講義,conferencia
講座,cátedra
講座,curso
