word,reading,translation,tags
パルス・ジェット・エンジン,パルス・ジェット・エンジン,pulsmotor,n
パルチザン,パルチザン,bardisan,n
パルメザンチーズ,パルメザンチーズ,parmesanost,n
パルメザン・チーズ,パルメザン・チーズ,parmesanost,n
パレード,パレード,parad,n/vs
パレス,パレス,palats,n
パレス,パレス,slott,n
パラス,パラス,palats,n
パラス,パラス,slott,n
パレスチナ,パレスチナ,Palestina,n
パレスタイン,パレスタイン,Palestina,n
パレスティナ,パレスティナ,Palestina,n
パレット,パレット,palett,n
パワー,パワー,våld,n
パワーステアリング,パワーステアリング,servostyrning,n
パワー・ステアリング,パワー・ステアリング,servostyrning,n
パワステ,パワステ,servostyrning,n/abbr
パンクチュエーション,パンクチュエーション,interpunktion,n
パンクチュエーション,パンクチュエーション,kommatering,n
パンケーキ,パンケーキ,pannkaka,n
パンジー,パンジー,pensé,n
パンスケ,パンスケ,hora,n
パンタグラフ,パンタグラフ,pantograf,n
パントグラフ,パントグラフ,pantograf,n
パンダ,パンダ,panda,n
パンチ,パンチ,boxa,n/vs
パンチカード,パンチカード,hålkortsstans,n
パンチ・カード,パンチ・カード,hålkortsstans,n
パンテオン,パンテオン,panteon,n
パントリー,パントリー,serveringsrum,n
パンパス,パンパス,pampasgräs,n/adj-no
パン屋,パンや,bageri,n
ヒート,ヒート,heat,n/vs
ヒートポンプ,ヒートポンプ,värmepump,n
ヒート・ポンプ,ヒート・ポンプ,värmepump,n
ヒープ,ヒープ,hög,n
ヒーロー,ヒーロー,heros,n
ヒーロー,ヒーロー,hjälte,n
ヒスタミン,ヒスタミン,histamin,n
ヒステリー,ヒステリー,hysteri,n
ヒストグラム,ヒストグラム,histogram,n
ヒッコリー,ヒッコリー,hickory,n
ヒッチハイク,ヒッチハイク,lifta,n/vs
ヒューズ,ヒューズ,säkring,n
フューズ,フューズ,säkring,n
ヒューマニスティック,ヒューマニスティック,humanistisk,adj-na/n
ヒューマニスト,ヒューマニスト,humanist,n
ヒューマニズム,ヒューマニズム,humanism,n
ヒューマニティー,ヒューマニティー,humanitet,n
ヒューマニティ,ヒューマニティ,humanitet,n
ヒューマンエコロジー,ヒューマンエコロジー,humanekologi,n
ヒューマン・エコロジー,ヒューマン・エコロジー,humanekologi,n
ヒルクライム,ヒルクライム,backtävling,n
ヒレ,ヒレ,filé,n
フィレ,フィレ,filé,n
ヒロイズム,ヒロイズム,heroism,n
ヒロイック,ヒロイック,hjältemodig,adj-na/n
ヒロイン,ヒロイン,hjältinna,n
ヒンズー,ヒンズー,hindu,n
ヒンズー,ヒンズー,hinduisk,n
ヒンドゥー,ヒンドゥー,hindu,n
ヒンドゥー,ヒンドゥー,hinduisk,n
ヒンターランド,ヒンターランド,bakland,n
ビーグル,ビーグル,beagle,n
ヴィーグル,ヴィーグル,beagle,n
ビーコン,ビーコン,båk,n
ビーチ,ビーチ,plage,n
ビーバー,ビーバー,bäver,n
ビバ,ビバ,bäver,n
ビーバ,ビーバ,bäver,n
ビーフ,ビーフ,oxkött,n
ビーム,ビーム,balk,n
ビール瓶,ビールびん,ölflaska,n
ビオラ,ビオラ,altfiol,n
ヴィオラ,ヴィオラ,altfiol,n
ヴィオーラ,ヴィオーラ,altfiol,n
ビキニ,ビキニ,bikini,n
ビクター,ビクター,segrare,n
ビクタ,ビクタ,segrare,n
ビクトリー,ビクトリー,seger,n
ヴィクトリー,ヴィクトリー,seger,n
ビクトリア,ビクトリア,Viktoria,n
ビザ,ビザ,visum,n
ビザー,ビザー,visum,n
ビーザ,ビーザ,visum,n
ビショップ,ビショップ,biskop,n
ビジー,ビジー,upptagen,n
ビジター,ビジター,besökare,n
ビズィタ,ビズィタ,besökare,n
ビジネス,ビジネス,affär,n
ビジネスホテル,ビジネスホテル,hotellrörelse,n
ビジネス・ホテル,ビジネス・ホテル,hotellrörelse,n
ビジネスマン,ビジネスマン,affärsman,n
ビジネスライク,ビジネスライク,affärsmässig,adj-na/n
ビジュアライズ,ビジュアライズ,visualisera,n
ビジュアライゼーション,ビジュアライゼーション,visualisering,n
ビジュアライゼイション,ビジュアライゼイション,visualisering,n
ヴィジュアライゼイション,ヴィジュアライゼイション,visualisering,n
ビシュアライゼイション,ビシュアライゼイション,visualisering,n
ビジュアリゼーション,ビジュアリゼーション,visualisering,n
ビジョン,ビジョン,vision,n
ビスケット,ビスケット,kex,n
ビスコース,ビスコース,viskos,n
ビストロ,ビストロ,bistro,n
ビタミン,ビタミン,A-vitamin,n/adj-no
ビタミン,ビタミン,B-vitamin,n/adj-no
ビタミン,ビタミン,C-vitamin,n/adj-no
ビタミン,ビタミン,D-vitamin,n/adj-no
ビタミン,ビタミン,E-vitamin,n/adj-no
ビタミン,ビタミン,vitamin,n/adj-no
ヴィタミン,ヴィタミン,A-vitamin,n/adj-no
ヴィタミン,ヴィタミン,B-vitamin,n/adj-no
ヴィタミン,ヴィタミン,C-vitamin,n/adj-no
ヴィタミン,ヴィタミン,D-vitamin,n/adj-no
ヴィタミン,ヴィタミン,E-vitamin,n/adj-no
ヴィタミン,ヴィタミン,vitamin,n/adj-no
バイタミン,バイタミン,A-vitamin,n/adj-no
バイタミン,バイタミン,B-vitamin,n/adj-no
バイタミン,バイタミン,C-vitamin,n/adj-no
バイタミン,バイタミン,D-vitamin,n/adj-no
バイタミン,バイタミン,E-vitamin,n/adj-no
バイタミン,バイタミン,vitamin,n/adj-no
ビット,ビット,betsel,n
ビト,ビト,betsel,n
ビデ,ビデ,bidé,n
ビデオ,ビデオ,video,n
ヴィデオ,ヴィデオ,video,n
ビディオウ,ビディオウ,video,n
ヴデオ,ヴデオ,video,n
ビデオカセット,ビデオカセット,videokassett,n
ビデオゲーム,ビデオゲーム,TV-spel,n
ビデオゲーム,ビデオゲーム,videospel,n
ビデオ・ゲーム,ビデオ・ゲーム,TV-spel,n
ビデオ・ゲーム,ビデオ・ゲーム,videospel,n
ビデコン,ビデコン,vidikon,n
ビジコン,ビジコン,vidikon,n
ビニール,ビニール,vinyl,n/adj-no/abbr
ビニル,ビニル,vinyl,n/adj-no/abbr
バイナル,バイナル,vinyl,n/adj-no/abbr
ビネガー,ビネガー,ättika,n
ビニガ,ビニガ,ättika,n
ヴィネーグル,ヴィネーグル,ättika,n
ヴィネガー,ヴィネガー,ättika,n
ビハインド,ビハインド,bakom,n
ビバーク,ビバーク,bivack,n/vs
ビブリオグラフィー,ビブリオグラフィー,bibliografi,n
ビブリオマニア,ビブリオマニア,bibliomani,n
ビヘイビア,ビヘイビア,beteende,n
ビヘイビアリズム,ビヘイビアリズム,behaviorism,n
ビヘイビアリズム,ビヘイビアリズム,beteendelära,n
ビュー,ビュー,insyn,n
ブュー,ブュー,insyn,n
ビューアー,ビューアー,tittare,n
ビューア,ビューア,tittare,n
ビューワー,ビューワー,tittare,n
ビューワ,ビューワ,tittare,n
ビュアー,ビュアー,tittare,n
ビュワー,ビュワー,tittare,n
ビュア,ビュア,tittare,n
ビューティー,ビューティー,fägring,n
ビューティー,ビューティー,skönhet,n
ビューティ,ビューティ,fägring,n
ビューティ,ビューティ,skönhet,n
ビューティーコンテスト,ビューティーコンテスト,misstävling,n
ビューティー・コンテスト,ビューティー・コンテスト,misstävling,n
ビリオネア,ビリオネア,miljardär,n
ビル,ビル,byggnad,n/abbr
ビルディング,ビルディング,byggande,n
ビルマ,ビルマ,Burma,n
ビレッジ,ビレッジ,by,n
ヴィレッジ,ヴィレッジ,by,n
天鵞絨,びろうど,sammet,n/adj-no/uk
天鵞絨,てんがじゅう,sammet,n/adj-no/uk
天鵞絨,ビロード,sammet,n/adj-no/uk
天鵝絨,びろうど,sammet,n/adj-no/uk
天鵝絨,てんがじゅう,sammet,n/adj-no/uk
天鵝絨,ビロード,sammet,n/adj-no/uk
ビンゴ,ビンゴ,bingo,n
ヴィンテージ,ヴィンテージ,årgång,n
ビンテージ,ビンテージ,årgång,n
ビンテイジ,ビンテイジ,årgång,n
ビンテージイヤー,ビンテージイヤー,vinår,n
ビンテージ・イヤー,ビンテージ・イヤー,vinår,n
ピーアール,ピーアール,PR,n/vs
ピーコック,ピーコック,påfågel,n
ピーチ,ピーチ,persika,n
ピーナッツ,ピーナッツ,jordnöt,n
ピーナツ,ピーナツ,jordnöt,n
ピープル,ピープル,folk,n
ピアッツァ,ピアッツァ,piazza,n
ピカドール,ピカドール,picador,n
ピカレスク,ピカレスク,pikareskroman,n
ピカレスク,ピカレスク,skälmroman,n
ピクチャー,ピクチャー,bild,n
ピクチャ,ピクチャ,bild,n
ピクニック,ピクニック,picknick,n
ピグミー,ピグミー,pygmé,n
ピザ,ピザ,pizza,n/derog/sl
ピッツァ,ピッツァ,pizza,n/derog/sl
ピッツア,ピッツア,pizza,n/derog/sl
ピスト,ピスト,pist,n
ピストル,ピストル,pistol,n
ピック,ピック,plocka,n
ピット,ピット,grop,n
ピペット,ピペット,pipett,n
ピボット,ピボット,pivot,n
ピボット,ピボット,riktkarl,n
ピボット,ピボット,svängtapp,n
ピヴォット,ピヴォット,pivot,n
ピヴォット,ピヴォット,riktkarl,n
ピヴォット,ピヴォット,svängtapp,n
ピポット,ピポット,pivot,n
ピポット,ピポット,riktkarl,n
ピポット,ピポット,svängtapp,n
ピューリタン,ピューリタン,puritan,n
ピュアリスト,ピュアリスト,purist,n
ピラニア,ピラニア,piraya,n
ピラミッド,ピラミッド,pyramid,n
ピリオディック,ピリオディック,periodisk,n
ピリオド,ピリオド,period,n
ピル,ピル,piller,n/col
ピンポン,ピンポン,pingpong,n/int/vs/on-mim
ピンポン,ピンポン,pingis,n/int/vs/on-mim
ピンポーン,ピンポーン,pingpong,n/int/vs/on-mim
ピンポーン,ピンポーン,pingis,n/int/vs/on-mim
フープ,フープ,tunnband,n
ファーコート,ファーコート,päls,n
ファー・コート,ファー・コート,päls,n
ファイア,ファイア,brand,n
ファイアー,ファイアー,brand,n
ファイヤー,ファイヤー,brand,n
ファイヤ,ファイヤ,brand,n
ファイアプルーフ,ファイアプルーフ,brandsäker,n
ファイアプルーフ,ファイアプルーフ,eldfast,n
ファイアマン,ファイアマン,brandman,n
ファイアーマン,ファイアーマン,brandman,n
ファイヤーマン,ファイヤーマン,brandman,n
ファイヤマン,ファイヤマン,brandman,n
ファイター,ファイター,fighter,n
ファイター,ファイター,slagskämpe,n
ファイティングスピリット,ファイティングスピリット,kampanda,n
ファイティングスピリット,ファイティングスピリット,kamplust,n
ファイティングスピリット,ファイティングスピリット,kämpahumör,n
ファイティングスピリット,ファイティングスピリット,stridsanda,n
ファイティング・スピリット,ファイティング・スピリット,kampanda,n
ファイティング・スピリット,ファイティング・スピリット,kamplust,n
ファイティング・スピリット,ファイティング・スピリット,kämpahumör,n
ファイティング・スピリット,ファイティング・スピリット,stridsanda,n
ファイト,ファイト,kämpa,n/abbr/int
ファイナル,ファイナル,final,n
ファイナンス,ファイナンス,finansrätt,n
ファイル,ファイル,fil,n/vs
ファイル,ファイル,arkiv,n/vs
ファイル,ファイル,mapp,n/vs
ファイン,ファイン,fin,n
ファインダー,ファインダー,upphittare,n
ファインダ,ファインダ,upphittare,n
ファクシミリ,ファクシミリ,faksimil,n
ファクシミリ,ファクシミリ,faksimilera,n
ファクター,ファクター,faktor,n
ファクト,ファクト,faktum,n
ファクトリー,ファクトリー,fabrik,n
ファクトリー,ファクトリー,fabriksmässig,n
ファクトリ,ファクトリ,fabrik,n
ファクトリ,ファクトリ,fabriksmässig,n
ファシスト,ファシスト,fascist,n
ファシスト,ファシスト,fascistisk,n
ファシスタ,ファシスタ,fascist,n
ファシスタ,ファシスタ,fascistisk,n
ファシズム,ファシズム,fascism,n
ファッション,ファッション,mode,n
ファナティシズム,ファナティシズム,fanatism,n
ファニー,ファニー,rolig,adj-na
ファミリー,ファミリー,ätt,n
ファミリ,ファミリ,ätt,n
ファミリーライフサイクル,ファミリーライフサイクル,livscykel,n
ファミリー・ライフ・サイクル,ファミリー・ライフ・サイクル,livscykel,n
ファミリア,ファミリア,familjär,n
ファミリアー,ファミリアー,familjär,n
ファラッド,ファラッド,farad,n
ファラド,ファラド,farad,n
ファルス,ファルス,fars,n
ファルス,ファルス,gyckelspel,n
ファース,ファース,fars,n
ファース,ファース,gyckelspel,n
ファンク,ファンク,mes,n/adj-no
ファンクション,ファンクション,funktion,n
ファンクラブ,ファンクラブ,fanklubb,n
ファン・クラブ,ファン・クラブ,fanklubb,n
ファンシーグッズ,ファンシーグッズ,galanterivaror,n
ファンシー・グッズ,ファンシー・グッズ,galanterivaror,n
ファンタジー,ファンタジー,fantasi,n
ファンデーション,ファンデーション,grund,n
ファウンデーション,ファウンデーション,grund,n
ファントム,ファントム,fantom,n
ファンブル,ファンブル,fumla,n/vs
フィーダ,フィーダ,matarapparat,n
フィーダー,フィーダー,matarapparat,n
フィーディング,フィーディング,matning,n
フィード,フィード,mata,n
フィードバック,フィードバック,feedback,n/vs
フィーバー,フィーバー,feber,n/vs
フィーバー,フィーバー,febersjukdom,n/vs
フィーリング,フィーリング,känsel,n
フィールド,フィールド,fält,n
フィギュア,フィギュア,nuffra,n/abbr
フィギア,フィギア,nuffra,n/abbr
フィギュアスケーティング,フィギュアスケーティング,konståkning,n
